EmpDepartment,EmpDepartmentName
92627,Neurosciences
65373,NSG - Surgical ICU
94401,Risk Management
94779,Afib Center
84367,Medical Staff Services
66807,HCA Florida JFK North - Pharm
91881,Pastoral Care
75762,Central Sterile Supply
63230,Oncology
61517,Surgical Reconstruction
70508,OR Materials Management Blake
74158,CV Preop
26330,Galichia Heart Hospital
90127,Operations
77226,IP Wound Care
67526,Special Care Nursery
81005,81005 EVS
72626,Cat Scan Unit
90225,General Accounting
68979,SDMC Case Management
78212,78212 INFUSION OP
85402,HITECH
61174,Med/Surg - 4 Tower
78811,Pediatric Emergency Room
66009,Post Partum
71503,Pharmacy Administration
66110,High Risk/OB Oncology
72210,OR Materials Mgmt
69606,Cath Lab/Inv Rad GC Corpus
90350,Finance
96850,Medical Staff
63062,Progressive Care Unit
63176,3I-STEPDOWN
83711,Hospital Renovations / Cons.
76121,Antepartum Testing
66902,Medical City Denton Pharmacy
69805,Osceola Reg Med Ctr OR
87705,West Marion
78207,Company Care
63507,CVICU
90215,Fiscal Services
66934,B1ADOB
62258,Direct Admit 2
60300,Med/Surg
74274,Cardiac Rehabilitation
27645,Asheville Specialty Hospital
73485,MRI
72925,Ultrasound
62495,Fairview Park Hospital
84202,Infection Prevention
77700,Advanced Wound Care Center
70303,OR Mat Mgmt- Parkridge East
91873,Ethics
90236,Accounting
80282,Project Management
76805,Social Work
71962,Neuro Interventional Radiology
62085,1&2EastIMCU
78910,Derby ED
62130,2 Central Telemetry
71979,Special Procedures
92605,Assessment & Referral
62304,Trauma
63537,CVICU
26830,Med Cty E/Med Cty Heart&Spine
92517,Volunteer Services
61063,Med Surg Nursing 4th Floor
76282,Occupational Therapy
61384,MED/SURG/TELE
90876,IT&S
87329,Infection Control
72601,CAT Scan
91623,Human Resources
81036,EVS
72706,Special Procedures
81040,Environmental Services
78312,Haines City FSED
96877,Medical Staff
73258,Pathology
61006,MEDICAL
76240,IP Acute PT/OT
90231,Fiscal Services
72607,CT
96580,Quality Management
78711,Bariatrics
69705,Central FL OR
88006,Northwest
73680,Laboratory
83523,Public Safety
92730,Patient Safety
75903,Speech Therapy
71242,Pharmacy
78143,Emergency Dept Parham
76007,CMC Tucker Outpatient
79602,Advanced Orthopedics Gilford
94668,Quality
91867,Chaplain
67420,SMC Neonatology
76502,Eating Disorder
63618,2 North CV Med Floor
91910,Chaplain Residents
89931,Undefined
67534,C2NIC
69330,Acute Rehab
76126,Kidney Transplant
95336,Medical Staff Services
72612,72612 IMAGING CT
78701,FSED Gainesville
95102,Research
60807,Ortho
83529,Security
61234,D3MED
85305,Putnam
62501,Antepartum/Gyn
78674,Pre-operative
95607,Infection Control
78437,FSER Silver Springs
93414,Risk Management
71452,Pharmacy - Med Rec
84416,Business Development
76652,Occupational Therapy
66034,C3MAB
68967,SDGH Case Management
79856,Midwife Clinic - EH
79429,Burn & Wound Clinic #1
90118,Employee Health
94012,Other Administrative
94611,Quality
96712,96712 ATHLETIC TRAINING
73637,JW Lab
66504,Geriatric Unit
65104,TICU
87104,Pulaski Community Hospital
63081,IMC
77904,Intensive Outpatient Program
86911,Belton Regional Med Ctr
82552,Patient Transportation
96660,Infection Control
72709,Radiology-Special Procedure
70458,Recovery Room
80077,Dietary
71517,Infusion Center
70901,Bariatric Clinic
85211,Central Sterile Retreat
96317,Safety
65358,CV ICU
69409,Bone Marrow Transplant Unit
62427,Tele G1
65417,Cardiac Medical ICU
93350,Cardiac Admin
62435,3E MedSurg
72582,Breast Care Center
94716,Infection Control
75768,Central Sterile
67540,NICU
90541,SIM Center
95124,TTI Administration
94904,94904 QUALITY SAFETY
65011,Intensive Care Unit - 3E
78025,Emergency Dept
62950,HRT Telemetry HRT
96576,Quality
84305,Medical Staff Services
81991,Advanced Clinicals - CPOE
64227,PCICU
77215,Radiology Pre-Authorization
73609,Lab Svcs
95517,Div Quality
75767,Sterile Processing
90109,90109 NCD COURIER SVCS
83650,BV Plant Ops & Utilities
67620,Ortho Spine
61329,3 South Med/Surg
91520,Trauma and Chest Pain
70131,Surgery
76322,Nuclear Medicine
92119,Psych Clinical Therapies
68982,Case Management
76418,Radiation Therapy
63074,Progressive Care Unit
96677,Infection Control
72308,OR Materials Management Fawcet
63535,CVICU
91005,910 Communication
91081,PBX
95770,Bariatric
63242,Oncology
92409,Employee Health
93407,Terre Haute Reg
72563,Mammography
78067,Emergency Dept
74204,74204 REHAB CARDIAC
94206,ACA Service Line
78158,Trauma
91002,Communications
64707,Interv  Cardiac Unit
67179,ICU Nursery
85510,Phlebotomy Dept
80090,Administrative
83528,Security
96863,Medical Staff
65222,CTICU
92728,Patient Safety
65611,Behavioral Health
74009,OP OP CT Scan
84802,Med City Ment & Well Alliance
67416,Neo Natal ICU II
96655,Infection Control
75850,Field Operations-Acquisitions
68373,NSG - 4South - Telemetry/Renal
63078,IMC
72226,Anesthesia
63005,Cardiac Care Med/Surg
65179,Neuro ICU
63331,M/S 4N
71904,Pharmacy Distribution
74027,Trnsplnt & Cell Therapy Clinic
83343,Engineering Parham
95909,Business Development
65655,Behavioral Health
89929,Undefined
64110,MICU
61529,Med Surg
77250,Radiology Diag BAMC
94225,Education Department
75950,Public Cloud Adoption
91024,Telecommunications
85526,Advanced Clinical Systems
76622,Rehab Occupation Therapy
75858,Blood Bank
76273,Physical Therapy
61230,6SON
69323,Rehabilitation
70410,Recovery Room
91034,Communications
85462,HiTech
81306,CDC Rio Warehouse
75720,Central Sterile
70627,Surgery   Children s
81501,Trauma
81082,Environmental Services
93107,PA Reston
65160,CV Neuro ICU
65126,Medical ICU (MICU)
63211,Oncology
72215,Anesthesia
76678,Occupational Therapy
81095,Clinical Application Svcs
75162,Dialysis
85429,CPOE
65014,Critical Care
77905,Activity Therapy
77177,Transplant (PSG)
96527,Rad Administration
70681,Pediatrics ED
65085,ICU
85816,Infection Control
88308,Memorial
78389,OBGYN Emergency Department
63358,Surgical Intermediate
72026,Bariatric Clinic
77773,Rehab PT OT
60220,Nursing Float
72678,CT Scan
75819,Blood Bank
91717,Case Management
75415,Respiratory Therapy
66050,Corporate Applications & Servi
78228,Trauma
70135,Surgery
83520,TMC Security
75537,Wound Care
78380,Fort Bend Parkway FSED
91010,Communications
86905,Central FL Reg Med
67245,Trauma ICU
63529,1W CVICU
78401,FSED Starke
66055,Post Partum
91681,Human Resources
79301,Dover FSED
61701,5 West Rehab
77019,OP Wound Care
60560,Miscellaneous
62327,Neuro Tele/Interm 9 W & 9S
87007,HCA Florida Woodmont - SC
62223,OOU- Outpat Observation Unit
73060,Cardiac Rehab
95630,Social Services
83504,Security
72921,Ultrasound
67524,NICU
75313,Kidney Transplant
60460,Nursing Rehab
62711,Pediatric Oncology
61381,Adult EMU 3E
75763,Central Sterile
84308,Medical Staff Office
70916,Residency Pharmacy
75731,Spd-Sterile Processing Dept
78106,Tysons FSED
71610,Peds Op Hem/Onc Svc
73412,MRI
73158,Ancillary Rehab
62027,"Orthopedics, 4NE"
77720,BPE ED-Brighton Park ER- SMC
70310,CVOR
75002,Cardiac Ultrasound
90529,Sim Center
75778,OR Sterile
69605,West Marion OR
92492,Anc Orient
86411,Menorah Med Ctr
75628,TOSH - Central Sterile
96855,Medical Staff
94085,Quality
75509,Hyperbaric Chamber
61415,3rd Floor Surgical Orthopedics
87504,Alleghany Reg Hospital
88500,Chaplain Services
92758,Business Development
90139,Operations
92070,Marketing
79752,North Channel Laboratory
60818,6E Neurology Pediatrics
70703,OR Mat Mgmt-Summit
73274,Pathology
63077,IMCU 6 South
67908,Burn Unit - Intermediate
80058,Dietary
72937,Ultrasound
86106,Corpus Christi Med Ctr
85712,Hitech
78950,Rockport FSED
82526,Pat Trans
75421,Respiratory Therapy
81850,Communications
78920,SMC ACC
75517,Wound Care & Hyperbaric Med
69315,Rehab
89507,Central Staffing Unit
65042,ICU
94609,Quality Managment
91730,Infection Prevention
64322,PICU
78204,Employee Health
72408,OR Materials Management St Pet
83502,Security
87807,HCA Florida University - SC
66026,Women's Services
83513,Safety/Security
94237,Navigators
78035,Emergency Dept
83904,Phlebotomy
92009,92009 NCD STRATEGY BUSINESS DE
75074,Cardiac Ultrasound
73422,MRI
86307,Wesley Woodlawn
72760,Special Procedures
75981,Speech Therapy
66019,Womens Services
66021,Three Central
78160,Pedi  ER
61455,Med Surg
74430,EKG
83550,Security  DRMC
67531,NICU
77403,IOP Adolescent
75714,Central Sterile
94502,Risk Management
63035,3W MedSurg
75219,Speech Therapy
78718,FSED
90235,Accounting
76677,Occupational Therapy
61124,3 South
70220,Sterile Processing WW
90274,Accounting
66325,PICC Team
84350,Medical Staff Office
94657,Quality Management
95255,Infection Prevention
68106,Park Plaza Pharm Management
87405,Oviedo Medical Center
75577,Hyperbaric
73512,73512 IMAGING MBCA
61416,4 Center -Med/Surg -Telemetry
83574,Security
78601,HVU
61902,Orthopedics/Trauma
61242,Med Surg 4
70906,OR Kingwood
94029,Trauma
62450,PSG - Sys Impl & Operations
92524,Compassionate Services
88306,Tomball
78220,JI ED
78162,ER Trauma
96976,Employee Health & Health Info.
60713,3W GYN Surgical
60428,TOSH - Nursing
61440,Neuro Surgical
78541,FSER
75876,Blood Bank
84907,Aut
70762,Labor &  Delivery
76823,Case Management
79822,Trauma Services
88309,Child Life
89627,Mountain SuppChain Ops
61460,3300s Acute Inpatient
76676,Occupational Therapy
61915,Med Surg
64937,Neuro ICU
61003,61003 ACUTE CARE (MS SD ICU)
61916,4South
78216,West Valley FSED
78759,Pre-Admit
74926,Hemodialysis
94624,Quality
78057,Emergency Room
89420,TMC Heart & Vascular Svcs
75508,Hyperbaric Therapy
79250,Enterprise Client Platform
74673,Cardiac Cath Lab
93607,PA Montgomery Reg
86415,Northeast
75728,Central Service
63029,Telemetry
86216,Case Management
69320,Heart Failure Clinic
72401,Discharge Lounge
78676,4 Tower
73220,TMC Pathology
91760,Case Management
94725,Infection Prevention
61581,Surgical 4E
96150,Infection Control BA
81127,Psych EVS
77820,SMC ECU
92729,Medical Staff Services
91626,Human Resources
76627,ECMO
85524,Advanced Clinical Systems
79591,HCAP
77126,HLA Laboratory
94614,Quality Management
76381,Nuc Med
77805,Wound Care
65907,Tucker 2E Arts
77658,Alvin FSED
77627,Path   Histology
78560,AT FSED Nursing
62527,Tele G6
85926,CIT
79312,79312 VASCULAR ACCESS
67400,Radiation Oncology
72840,Radiology
64058,Pediatrics
61662,Cardiovascular
91410,ECO / Contract Administration
91735,Case Management
78205,Company Care
69852,Industrial Medicine
70884,L&D
93455,Risk Management
74820,TMC EEG
63306,Critical Care Unit
76617,Rehab Therapies
94750,Infectn Contr
68776,Nursing Education
86303,Greenview Reg Hospital
91035,Communications/PBX
84222,Case Management
71262,Pharmacy
77729,Rehab PT & OT
65504,NSICU
74078,Echo
86553,Advanced Clinicals
84334,Medical Staff
86702,Medical City Lewisville
90700,Education
61055,IMCU
78444,West Ft Myers FSED
94001,Risk Mgmt
63544,SICU
76234,Rehabilitative Services
73879,Micro Lab
83503,Safety Security
86704,Portsmouth Reg Hospital
79002,79002 MCDOWELL RHC
60140,Medical Oncology
70876,L & D
73309,Endoscopy Lab
95527,BMT Admin Adult
64063,Pediatrics
63020,TMC PCU
61820,TMC 4th floor
85811,Infection Prevention
73426,MRI
79058,Discharge Express
92752,Midwife Clinics
69311,Inpatient Rehab
86805,Twin Cities Hospital
87103,Skyline Med Ctr
65032,Intensive Care Unit
61152,Stroke Unit
75224,Renal Transplant
91651,Human Resources
76222,Physical Therapy
80310,Coffee Shop/Cafe
60091,Lake City Medical Center
79409,Radiology RN
66527,Psych Senior Adult
78522,Same Day Surgery
76620,TMC Occupational Therapy
94416,Transplant Admin
83624,Phlebotomy
83327,Construction Manager
74417,EKG
70811,Labor Delivery
70422,PACU Recovery Room
94503,Patient Safety
75912,75912 REHAB SP
76806,Case Management
94517,Infection Control
75116,CHOPS
72611,CT Scan
85623,HITECH
92415,Case Management
78658,Day Surgery
78507,Outpatient Surgery
65102,Medical City Alliance Pharmacy
61829,4E Ortho/Neuro
69627,Rehabilitation
73304,Endoscopy
65067,ICU
92529,Volunteer Services
70184,SURGERY
79807,CMC Diabetes Services
80101,Pre/Post-Op
73402,MRI
74609,Cardiac Cath Lab
65411,R ICU/PCU DEPT
74632,Cardiac Cath Lab
72127,EP Lab
67588,NICU
77185,NCY SPRTS MED TWNLK
96977,Employee Health
93335,Cardiac Admin
67602,Neuro PCU
75019,Echo
73324,Endoscopy
76312,76312 IMAGING NM
63577,CVRU
78260,Day Surgery
63917,Surgical Cardiology
64005,Pediatrics
70157,Surgery
63425,Medical IMC
70729,Labor and Delivery
84901,Employee Health
60910,ACSU
78528,TOSH - Pre-Op
86181,Infection Control
91058,Communications
61262,Surgical Unit
71013,Market Perinatology
76608,Occupational Therapy
71258,Pharmacy
95231,Infection Prevention
61231,2nd Floor Medical
72880,Radiology
85163,Phlebotomy
94867,Risk Management
63302,Telemetry Diabetes 8Nt
78810,Sleep Center
78109,Adult Trauma
73636,LAB
63088,Transitional Care
85424,hitech
70822,Labor and Delivery
27630,Transylvania Regional Hospital
85477,HI-TECH
78618,Ambulatory Services
62411,Cardiac 5
73250,RKPT Radiology
73650,Network Architecture
62602,3 East
67706,Texas Orthopedics Pharm Mngt
86127,Psych SAGE (Cass)
75816,Blood Bank
91821,Chaplain
75636,HEART TRANSPLANT CLINIC
81008,EVS / Housekeeping
79305,79305 BlueRidge RHC 2
76817,Social Services
79311,Advanced Wound Care Center
61017,Oncology
73152,Sports Medicine
90531,Sim Center
61488,4th Floor
72861,Radiology
88406,North Cypress
65223,CVTU
85412,CPOE
72637,CAT Scan Unit
92344,Senior Friends
94608,Infection Control
61085,Med Surg 2
78053,Emergency Room
64012,64012 PEDIATRICS
94708,Risk Management
95650,Behavioral Health Social Svcs
72892,Rad Diag
60307,Ent GI GU 6Th Floor
92301,H2U
60555,6th Floor   Med Surg
87310,Infection Control
60242,Float Pool
61729,2S Burn
94512,Risk Management
76760,Rehab Therapies
68108,Burn Unit-Minor
74404,EKG
78679,Cardiology Services
72605,CT Scan
78640,Pre-Op/Phase II
79582,HCAPS
74426,Non Invasive Cardiology
65118,CCU
70202,O.R. Mat Mgmt - MC Fort Worth
78603,Cath Lab Holding
61216,3 South
95115,BHC Admin
96858,Medical Staff
65522,ICU 1 South
77822,Fetal Health Clinic
84326,Medical Staff
78125,Trauma
76304,Nuclear Medicine
61132,Medical
72879,Diagnostic Radiology
92481,Risk Management
95613,Infection Control - Forest
79324,OP Chemical Dependency
27635,Blue Ridge Regional Hospital
75558,Hyperbarics
93303,Infection Prevention
83916,Psych-Oncology
78934,Riverview FSED
76001,OP Behavioral Health
79793,HCAP-Tech Support
64007,Childrens Cntr
26890,Methodist South TX Reg Med Ctr
76259,Rehabilitation
92513,Volunteers
82407,Care Assure
75620,SMC CSP
61023,Nursing Hall 2 Medical
82879,SpecialtyTransport Team
27720,Frisbie Memorial Hospital
70405,Recovery Room
69352,RH - Rehab Care SE
91780,Case Management
79505,79505 BlueRidge RHC 4
78635,Same Day Surgery
73216,Pathology
69906,Cath Lab/Inv Rad Conroe
66607,HCA Florida Northwest - Pharm
78161,Wellness
83034,Facility Management
62609,Gyn/Surg/Ent/Plastics
91827,Pastoral Care
95104,Acute Medical Director
78082,Emergency Room
72917,Ultrasound
75018,Echo
84502,Medical City Weatherford
92622,Med Office Bldg
60217,Float Staff
66842,Intake
654D2,Valify
72930,Ultrasound
66024,Obstetrics/Gynecology
70424,Recovery PACU
70731,Labor & Delivery
84304,Medical Staff
63044,4N Cardiovascular Tele
71231,Pharmacy
91776,Case Management
92557,Guest Services
61613,4 South Surgical
87167,Direct Costs - Galichia
83521,Security
65044,Cardiovascular Step-Down-CVSD
61162,Medical East
72655,CT Scan
72627,CT Scan
64634,B2PED
72708,Spec Procedures
61462,Neurosciences
78621,ASC Recovery Room
69303,IP Rehab
66018,Obstetric Service
74902,Dialysis
61601,Ortho-Neurosurgery
87406,Texas Orthopedic Hospital
61910,5 North East
91801,Chaplain
65335,Neuro ICU
67152,Level II Nursery
64093,Round Rock Medical Center
77873,HPLong Specialty Clinic
61330,3C Surgery
71112,71112 SATU
75774,Sterile Processing
90528,Sim Center
78644,Outpatient Center
85512,85512 RISK MANAGEMENT
61351,Progressive Care Unit
84612,Research
94820,Employee Health
92326,EMS Liaison
70407,HCA Florida Kendall - OR
78550,Day Surgery BAMC
90162,Bus Dev
71276,Pharmacy
75904,Speech Therapy
76223,Physical Therapy
81795,Clin. Applications Svs - Pharm
71113,Ambulatory Surgery Center
90150,Admin BAMC
86811,Lees Summit Hospital
78585,Hospital Op Surgery
79860,Trauma
76610,Occupational Therapy
87615,MH Landmark - CS
66027,Gyn Post Partum
65458,CCU
70168,Surgery
75058,Echo
83553,Security
65543,CCU Parham
63631,M/S 5N
60129,Rapid Response
78502,Outpatient Services
78573,AM Surgery
78837,FSER
96761,Risk Management
95948,Disaster Preparedness Coord
70307,HCA Florida Aventura - OR
86607,HCA Florida Northwest - SC
91836,CASE MGMT
61316,3 Center- Med/Surg
76607,CMC Occupational Therapy
60328,5 Tower
75461,Respiratory
65419,Special Care Unit
90427,Revenue Cycle
79322,NS ER
79120,SMC Laboratory
78963,ER Trauma
79408,Maternal Fetal Medicine
76916,BHU Social Work
73430,MRI
94852,CPOE
75913,Speech Therapy
69515,SC Pharmacy
70603,OR Mat Mgmt-Skyline
72912,72912 IMAGING US
78616,Same Day Surgery
64082,DC-Menorah Med Ctr
66507,HCA Florida Raulerson - Pharm
78901,Pharmacy Resident
88711,Infection Prevention
73228,Anatomic Pathology
88923,Cancer Support Program
74050,Mainframe Platform
67705,Adolescent Partial
79709,Hematopathology
63111,CVSD
90530,Sim Center
60662,1 North
85417,Meaningful Use Super User
66215,4th Floor Medical
85423,HITECH
92528,Volunteer Services
65427,Progressive Care 4W
64427,PIMC2
69318,Valve Clinic
84385,Medical Staff
90270,Accounting
91879,Pastoral Care
90278,Accounting
93515,BHS Administration
68524,Adult Psych
96950,Employee Health
60069,Nursing Administration
72701,Interventional Radiology
63100,Labor and Delivery
84379,MED STAFF
90277,Accounting
89515,SC POU
93345,Sepsis and Stroke Coordination
95234,Infection Prevention
74285,Cardiac Rehab
86608,Northside Hospital
68250,Meditech Expanse
85418,Advanced Clinical Applications
78282,Chaplains
93307,Infection Control
71219,Pharmacy
93279,TCAI
94730,Employee Health
63011,PCU
65544,3rd Floor - MICU
70325,Day Surgery
95514,Risk Management
92962,Pre-Admission Testing
94102,Clinical Resources
91077,Communications
63016,3 North
94717,ECO
90419,CH Admin CMC
79528,Outpatient Imaging Center
76420,TMC Radiation Therapy
77121,Sleep Disorders
78653,Day Surgery
71404,Pharmacy IT
63791,Oviedo Medical Center
64212,Pediatrics
62090,N Cal Market
77527,Psych Social Workers
85608,TCH campus of MHOT
78419,Trauma
74800,Occupational Therapy
73103,MRI OP Imaging
95029,Physician Relations/BD
72904,Ultrasound
76276,Physical Therapy
78650,Ambulatory Care Recovery
91011,PBX
80228,Nutrition Service East Campus
91429,Case Management
93707,PA Pulaski Comm
72615,CT
90078,Administration
94906,94906 QUALITY SAFETY
91007,Telecommunications
74344,Vascular Lab
75711,Central Sterile Supply
72150,Therapy - Bayview
61710,5 North West
62627,M/S G5
84335,Medical Staff
73548,Laboratory - PMC
78235,Company Care
92727,Child Life
95936,Business Development
79721,Odessa Clinic
90226,Accounting
62422,Nursing 4 South
94481,Clinical Research
74801,EEG
76679,I/P OT
78631,Surgical Services Holding
89117,Radiology Admin
64627,Pedi Hem Onc
77227,Diagnostic Radiology-Brookside
94037,JWMC Cancer Center
62206,4E Medical Surgical
83127,Psych Plant Operations
64918,Central Monitor Bank
87109,Infection
77152,ED Annex
79201,SHC-Crown Pointe
78636,OP Surgery
67611,Neuro MedSurg
93302,Organizational Effectiveness
72704,Special Procedures
70777,Labor   Delivery
92473,Medical Director
72920,TMC Ultrasound
72640,CT Scan
64526,Pediatric ICU
63135,3S IMU
70153,Operating Room
77918,I O P
71234,Pharmacy
93241,Emergency Prepardness
70203,OR Mat Mgmt- Parkridge
74278,Cardiac Rehabilitation
95350,Administrative Services
74909,Hemodialysis
63222,5 South Oncology
84327,Medical Staff
75457,Respiratory Therapy
61227,3C Med/Surg RMC
78422,Paramedic Institute
61302,Med/Surg
71003,OR Mat Mgmt-Greenview
76813,Social Services
79107,PA Angel Medical Center
75792,Sterile SU
69416,Bone Marrow Transplant
73963,RML East
62436,4 Med Surg
74644,Cardiac Cath Lab
86815,TexSan
81593,Physician Support Services
77063,Diabetics Program
84331,Medical Staff
72420,PET CT
73316,Endoscopy
63052,Telemetry
92773,Credit Union
76618,Acute Occupational Therapy
73950,Mainframe Optimization
86503,Parkridge East Hospital
92907,PA TriCities Hospital
63736,CVICU
94424,Infection Control
74226,Cardiac Rehab
74427,Cardiology
69343,IP Rehabilitation DPU
71816,Central Supply
74429,EKG
74523,Telemetry
91737,Quality Mgmt
87403,NorthCrest Med Ctr
79921,Case Management
70043,PACU Parham
90373,Risk Management
78714,FSED
75822,Blood Bank
85444,CPOE
77318,Short Stay
92216,Employee Health
71009,OR Mat Mgt Alaska Reg Hosp
70715,Labor and Delivery
71927,Apheresis
70344,CVOR
79318,ER Center- Atlantic
75916,Speech Language Audiology
77444,FSRS PT OT ST
80911,Env Services
75309,Bone Marrow Lab
78692,Ambulatory
63057,Cardiovascular Unit
63450,Product Support
78224,Bariatric Clinic
74260,Cardiac Rehab
76152,RH - Rehab Therapy
72506,Mammography
81791,Clinical App Svcs- Pharmacists
71685,Infusion Svcs
96861,Medical Staff
75704,Sterile Processing
79973,Trauma
70205,Medical Services
77427,Outpatient PT-Brookside
76231,Physical Therapy
91903,Marketing
61803,5E Medical PCU
79637,FSER Lab
77018,Wound Care Center
65368,CVICU
92403,Case Management
65601,Behavioral Health
85613,Women's Pavillion Admin
71527,Children s I   T Center
65080,ICU
77404,Outpatient PT/OT
72685,CT Scan
87305,Lake City Med Ctr
76779,The Hills
94625,Quality Resources
74473,Cardiology
73743,Radiology Parham
65437,JW Neuro ICU
70723,Labor And Delivery
72001,Vascular Access
92717,Risk Management
60329,7 Tower
70204,Henrico Parham
82018,Linen & Laundry
73833,Xray-Main
69321,Rehabilitation Unit
61061,Post Op
65109,ICU CCU
75320,SMC Respiratory Therapy
94880,CPOE
76258,Physical Therapy
75008,Cardiac Ultrasound
75734,Central Sterile Processing
75009,Non Invasive Cardiology ECHO
91815,Chaplain
72657,Cat Scan
60528,4 Surgical
72713,Radiology/SP/Vascular
92552,Volunteers
75216,Cellular Therapeutics
74301,Echocardiography
65324,CVICU
66031,Mother & Baby
63200,Well Baby Nursery 4 WH
94701,Risk Management
75561,Wound Care
87304,Montgomery Reg Hospital
70624,Cardiovascular Recovery
66226,Postpartum
85527,CPOE
83579,Security
87530,Risk Management/Inf Control
70882,Labor / Delivery Room
73307,CMC Endo
76208,Physical Therapy
95351,ECO CIA
86167,Infection Prevention
84303,Medical Staff
88403,Frankfort Regional Med Ctr
78625,Phase II Recovery
70713,L   D
78227,Chaplaincy
76355,Nuclear Medicine
77827,Clinical Research
65124,Intensive Care Unit
76408,West Augusta Radiation Onco
94719,Risk Management
85568,Advanced Clinical Systems
63082,DC-Overland Park Reg Med Ctr
74018,Cardio Pulmonary Rehab
76658,Occupational Therapy
91784,CLIN OUTCM
73408,MRI
76655,IP Occupational Therapy
74410,Inpatient Cath Lab
78626,Pre Op Services
96611,IRB Department
69326,Rehabilitation Nursing
73507,IT Programming
94014,Business Development
66030,Women Services-Pp
85491,HITECH
73262,Invision Imaging
77711,Wound Care Center
84218,Case Management
96561,Quality Management
76603,Occupational Therapy
73318,Endoscopy
77801,Wound Care
73208,Pathology
92419,Ethics and Compliance
65707,Tucker 1W Peds & Adolescent
76604,Inpatient OT
90713,Education
91761,Case Management
87509,Mountain View Hospital UT
71236,Pharmacy
72608,CT Scanner
76302,Nuclear Medicine
88512,Infection Control
62302,Trauma Admin
80118,Registered Dieticians
80117,Dietitian
60579,3E WM SVCS
92515,Volunteers
91117,Neuroscience Product Line
83715,Navigators
85102,Medical City Alliance
72558,Breast Diagnostic
72609,Cat Scan
76879,SDMC Social Services
94106,Clinical Resources
93577,Central Scheduling
77273,Pedi Specialty Clinic
90521,Patient Accounting
75324,Renal Post Trans Clinic
90268,Accounting
65974,Psych DPU
91053,Communications
60801,4S Oncology
79601,SHC-Melrose
90821,Computer Operations
75350,ITG Capital Deployment
71301,OP Pharmacy
96662,Infection Control
93462,Cardio Vascular Development
84410,Safety
93223,Oncology D
91129,NEER EVS
73429,MRI
75127,Heart Transplant
61406,SURGICAL
83795,Third Party Apps
87608,South Bay Hospital
92408,Business Development
75548,Wound Care
60773,NSG - 7A
90413,Central Scheduling
74100,WH Breast Center
72208,OR Materials Managmt South Bay
73401,MRI
95257,Infection Prevention
78261,OP Services
85434,CPOE
70163,Surgery
76430,Radiation Therapy
75910,SPEECH THERAPY
84420,SMC Resource Management
76657,Occupational Therapy
95830,Women's Services Support
76613,Occupational Therapy
69623,Rehabilitation
93418,Case Management
74213,Cardiac Rehabilitation
84816,First Assist
92870,Medical Transport
81507,Trauma
69324,Rehab
73315,GI Lab/Endoscopy
65718,Psych Non Nursing
75921,Speech Pathology
84610,Infection Prevention
87540,Case Management
77716,Rehab Therapy
76616,Rehab OT PT
95570,Rehab
76822,Social Services
75922,Rehab Speech Therapy
77434,Rehab
75958,Speech Therapy
75978,Speech Therapy
70630,Surgical First Assists
71257,Pharmacy
79427,OR Imaging
91832,Case Management
77915,BHS Specialist & Professionals
79617,FSED Lab
75906,Speech Therapy
71434,Pharmacy Resident
91419,Clinical Therapies
79127,Microbiology
84810,First Assist
76625,Occupational Therapy
73977,BTRP FSED Lab
76912,76912 REHAB PEDS
81312,81312 OR FA
91828,Oviedo Medical Center
79620,BPE Lab -Brighton Park Lab SMC
76629,Occupational Therapy
71235,Pharmacy
89012,Case Management
92616,BHU Intake
84818,First Assist
92422,Stonecrest Medical Center
94103,Supply Improvement Program
68968,Case Management
79150,Laboratory Pathology BAMC
75929,Speech Therapy
71178,First Assist
76601,Occupational Therapy
70259,First Assistants
76615,Occupational Therapy
89315,Parent Education
75992,Speech
91322,Parkridge Medical Center
95655,Social Work
69628,CRS Overhead
76974,Geri-Psych Non-Nursing
92024,Pearland Medical Center
76650,Occupational Therapy
76814,Care Coordinators SS
85312,85312 PASTORAL CARE
70601,First Assists
73030,Speech Therapy
87903,Social Work
74718,Brooks RT
92459,Case Management
60153,Clinical Resource
91228,Fort Walton Beach Medical Cent
91128,Central Florida Regional Hospi
76611,Occup Therapy
70088,First Assistants
80143,Dieticians Parham
94713,Telepsych
69363,IP Rehab
68921,Case Management/Utilization Re
92819,Case Management
71274,Pharmacy
76218,Acute Phyical Therapy
91028,Capital Regional Medical Cente
71501,Pharmacy Residency Program
80179,Dieticians
94013,Cancer Center - Forest
73102,IP Rehab Therapies
75907,CMC Speech Therapy
73618,Laboratory
71268,Pharmacy
94104,Clinical Resources
84813,F First Assist
79122,Aliante Lab
95252,Infection Prevention
91517,SAR PD Reports
92025,Medical City Mckinney
75952,Speech Therapy
85592,Adv Clinic
91532,Memorial Hospital Jacksonville
92222,Skyline Medical Center
91428,Lake City Medical Center
76818,Social Services
71327,Pharmacy Residency
75113,Post Kidney Transplant
68410,Diabetic Care
76815,Social Services
77807,CJW Sports Medicine
75901,Speech Therapy
77406,Physical Therapy- Inpatient
71010,Forensic Nursing
85122,Surgical First Assist
76624,Occupational Therapy
76628,Occupational Therapy
76263,Physical Therapy
75923,Speech Therapy
91406,Rehab Dept 91406
84837,JW Surgical First Assist
77843,P-OP Therapy
76253,Physical Therapy
62343,P Nurse Flt
76623,Occupational Therapy IP
